314208 7 0.350000 Current network file generated by angioadapt
  300.000000  300.000000  500.000000	box dimensions in microns
  15    15    25 	number of tissue points in x,y,z directions
  0.000000			outer bound distance (100. in test case)
  75.000000				max. segment length.  (5. in test case)
   40				nodsegm, max. number of segments per node
  263				total number of segments 
  name type from  to  diam       flow
	1	  4	  1	  2	  7.000000	  13.816238	  0.400000  
	2	  3	  2	  3	  5.784644	  13.816238	  0.400000  
	3	  5	  3	  4	  8.000000	  0.000000	  0.400000  
	4	  5	  4	  5	  8.000000	  0.000000	  0.400000  
	5	  5	  5	  26	  8.000000	  0.000000	  0.400000  
	6	  5	  6	  7	  8.000000	  0.000000	  0.400000  
	7	  5	  7	  79	  8.000000	  0.000000	  0.400000  
	8	  5	  8	  36	  8.000000	  0.000000	  0.400000  
	9	  1	  9	  37	  8.000000	  0.000000	  0.400000  
	12	  5	  3	  56	  5.825622	  13.816238	  0.400000  
	13	  5	  56	  132	  5.945224	  13.816238	  0.400000  
	14	  4	  14	  15	  16.000000	  -13.816238	  0.400000  
	15	  3	  15	  16	  7.075360	  -13.816238	  0.400000  
	16	  5	  16	  39	  6.432808	  -4.185719	  0.191049  
	17	  5	  17	  133	  8.000000	  0.000000	  0.400000  
	18	  5	  18	  58	  8.000000	  0.000000	  0.400000  
	21	  5	  21	  80	  8.000000	  0.000000	  0.400000  
	22	  1	  22	  59	  8.000000	  0.000000	  0.400000  
	23	  1	  23	  28	  8.000000	  0.000000	  0.400000  
	24	  1	  24	  40	  8.000000	  0.000000	  0.400000  
	25	  5	  26	  134	  8.000000	  0.000000	  0.400000  
	26	  5	  20	  41	  8.000000	  0.000000	  0.400000  
	27	  1	  28	  24	  8.000000	  0.000000	  0.400000  
	28	  1	  12	  29	  8.000000	  0.000000	  0.000000  
	29	  1	  25	  30	  8.000000	  0.000000	  0.000000  
	31	  1	  20	  32	  8.000000	  0.000000	  0.000000  
	32	  1	  21	  33	  8.000000	  0.000000	  0.000000  
	33	  1	  23	  34	  8.000000	  0.000000	  0.000000  
	34	  1	  28	  35	  8.000000	  0.000000	  0.000000  
	35	  1	  36	  9	  8.000000	  0.000000	  0.400000  
